Unnamed: 0,prev_text,current_text,source,target,pos,original_target,source_pos,target_pos,noun_target,noun_target_score_1,original_target_score_1,noun_target_score_3,original_target_score_3,noun_target_actual_score_3,original_target_actual_score_3
146,"If he’s smoking a cigarette or walking a dog, suddenly he has a purpose.","Sitting on a sidewalk for hours is business of the homeless, so people go to beaches to sunbathe and loiter.
      ",business,activity,"[('Sitting', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('sidewalk', 'NOUN'), ('for', 'ADP'), ('hours', 'NOUN'), ('is', 'AUX'), ('business', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('homeless', 'ADJ'), (',', 'PUNCT'), ('so', 'ADV'), ('people', 'NOUN'), ('go', 'VERB'), ('to', 'ADP'), ('beaches', 'NOUN'), ('to', 'PART'), ('sunbathe', 'VERB'), ('and', 'CCONJ'), ('loiter', 'VERB'), ('\n      ', 'SPACE')]",homelesses,NOUN,"[('activity', 'NOUN')]",activity,1.0,0.0,0.375,0.0,0.10953346855983774,0.009900990099009903
148,It was my Bible for Teaching Practice and remains my number one resource when looking at community and poverty with my pupils.,"What is great about this resource is that it targets every possible area and route of poverty, rather than focusing on the traditional case studies of African poverty.
      ",route,cause,"[('What', 'PRON'), ('is', 'AUX'), ('great', 'ADJ'), ('about', 'ADP'), ('this', 'DET'), ('resource', 'NOUN'), ('is', 'AUX'), ('that', 'SCONJ'), ('it', 'PRON'), ('targets', 'VERB'), ('every', 'DET'), ('possible', 'ADJ'), ('area', 'NOUN'), ('and', 'CCONJ'), ('route', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), (',', 'PUNCT'), ('rather', 'ADV'), ('than', 'ADP'), ('focusing', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('traditional', 'ADJ'), ('case', 'NOUN'), ('studies', 'NOUN'), ('of', 'ADP'), ('African', 'ADJ'), ('poverty', 'NOUN'), ('\n      ', 'SPACE')]",poverty,NOUN,"[('cause', 'VERB')]",cause,0.5894661856154078,0.25081129331499935,0.625,0.16666666666666674,0.00043948613928329947,0.0495049504950495
149,"Running the government printing presses will set the classic conditions for inflation, too many dollars chasing too few goods.","The “stimulus” bill will only stimulate production of taxes and money to cover the trillion dollar debts “as far as the eye can see.”
      ",production,generation,"[('The', 'DET'), ('“', 'PUNCT'), ('stimulus', 'NOUN'), ('”', 'PUNCT'), ('bill', 'NOUN'), ('will', 'AUX'), ('only', 'ADV'), ('stimulate', 'VERB'), ('production', 'NOUN'), ('of', 'ADP'), ('taxes', 'NOUN'), ('and', 'CCONJ'), ('money', 'NOUN'), ('to', 'PART'), ('cover', 'VERB'), ('the', 'DET'), ('trillion', 'NUM'), ('dollar', 'NOUN'), ('debts', 'NOUN'), ('“', 'PUNCT'), ('as', 'ADV'), ('far', 'ADV'), ('as', 'SCONJ'), ('the', 'DET'), ('eye', 'NOUN'), ('can', 'AUX'), ('see', 'VERB'), ('”', 'PUNCT'), ('\n      ', 'SPACE')]",taxes,NOUN,"[('generation', 'NOUN')]",generation,0.22308615728806636,0.6137579356910883,0.25,0.3333333333333335,0.00040567951318458417,0.4455445544554455
150,[EMPTY],"While our president is deciding “whose ass to kick,” as he said most un-presidentially in an interview last night, we are perhaps in the first stages of a tax exodus asset selloff in the U.S. stock markets.
      ",exodus,movement,"[('While', 'SCONJ'), ('our', 'PRON'), ('president', 'NOUN'), ('is', 'AUX'), ('deciding', 'VERB'), ('“', 'PUNCT'), ('whose', 'DET'), ('ass', 'NOUN'), ('to', 'PART'), ('kick', 'VERB'), (',', 'PUNCT'), ('”', 'PUNCT'), ('as', 'SCONJ'), ('he', 'PRON'), ('said', 'VERB'), ('most', 'ADJ'), ('un', 'ADJ'), ('presidentially', 'ADV'), ('in', 'ADP'), ('an', 'DET'), ('interview', 'NOUN'), ('last', 'ADJ'), ('night', 'NOUN'), (',', 'PUNCT'), ('we', 'PRON'), ('are', 'AUX'), ('perhaps', 'ADV'), ('in', 'ADP'), ('the', 'DET'), ('first', 'ADJ'), ('stages', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('tax', 'NOUN'), ('exodus', 'NOUN'), ('asset', 'NOUN'), ('selloff', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('U.S.', 'PROPN'), ('stock', 'NOUN'), ('markets', 'NOUN'), ('\n      ', 'SPACE')]",tax,NOUN,"[('movement', 'NOUN')]",movement,0.8688955497864055,0.6137579356910883,0.625,0.3333333333333335,0.004901960784313725,0.4455445544554455
151,"“Everyone in Egypt has been upset with the idea of the marriage of wealth and power,” Mr. Bargisi said.","“I am afraid the divorce of wealth from power will probably not only lead to the unfair treatment of many businessmen and former politicians, but might also take Egypt in a direction that will be devastating for the economy and the prospects of democracy.
      ",divorce,separation,"[('“', 'PUNCT'), ('I', 'PRON'), ('am', 'AUX'), ('afraid', 'ADJ'), ('the', 'DET'), ('divorce', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('from', 'ADP'), ('power', 'NOUN'), ('will', 'AUX'), ('probably', 'ADV'), ('not', 'PART'), ('only', 'ADV'), ('lead', 'VERB'), ('to', 'ADP'), ('the', 'DET'), ('unfair', 'ADJ'), ('treatment', 'NOUN'), ('of', 'ADP'), ('many', 'ADJ'), ('businessmen', 'NOUN'), ('and', 'CCONJ'), ('former', 'ADJ'), ('politicians', 'NOUN'), (',', 'PUNCT'), ('but', 'CCONJ'), ('might', 'AUX'), ('also', 'ADV'), ('take', 'VERB'), ('Egypt', 'PROPN'), ('in', 'ADP'), ('a', 'DET'), ('direction', 'NOUN'), ('that', 'PRON'), ('will', 'AUX'), ('be', 'AUX'), ('devastating', 'ADJ'), ('for', 'ADP'), ('the', 'DET'), ('economy', 'NOUN'), ('and', 'CCONJ'), ('the', 'DET'), ('prospects', 'NOUN'), ('of', 'ADP'), ('democracy', 'NOUN'), ('\n      ', 'SPACE')]",wealth,NOUN,"[('separation', 'NOUN')]",separation,0.2802429000970317,0.2992696144197787,0.25,0.16666666666666674,0.000676132521974307,0.07920792079207922
152,[EMPTY],"Income is the most inaccurate judge of wealth.
    ",judge,indicator,"[('Income', 'NOUN'), ('is', 'AUX'), ('the', 'DET'), ('most', 'ADV'), ('inaccurate', 'ADJ'), ('judge', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('\n    ', 'SPACE')]",wealth,NOUN,"[('indicator', 'NOUN')]",indicator,0.43018201591562594,0.2992696144197787,0.5,0.16666666666666674,0.00030425963488843813,0.07920792079207922
153,"Because I believe when BushCo was put together, all those corporate types he put on his staff really were not evil people.","They just didn't know any better because of the wealthy soup they swim in.
      ",soup,environment,"[('They', 'PRON'), ('just', 'ADV'), ('did', 'AUX'), (""n't"", 'PART'), ('know', 'VERB'), ('any', 'PRON'), ('better', 'ADJ'), ('because', 'SCONJ'), ('of', 'ADP'), ('the', 'DET'), ('wealthy', 'ADJ'), ('soup', 'NOUN'), ('they', 'PRON'), ('swim', 'VERB'), ('in', 'ADP'), ('\n      ', 'SPACE')]",wealths,NOUN,"[('environment', 'NOUN')]",environment,0.40496982460541675,0.2992696144197787,0.375,0.16666666666666674,0.0007099391480730224,0.07920792079207922
154,"It is almost unthinkable that, despite such overwhelming public support, Congress continues to put the interests of the corporate gun lobby ahead of the safety of the American people and will not even vote on expanding background checks to online sales and gun shows.","It is time we come together and hold the NRA lapdogs accountable for the lives that are being lost every day because of their despicable behavior,” said Dan Gross, president of the Brady Campaign to Prevent Gun Violence.
      ",lapdogs,supporters,"[('It', 'PRON'), ('is', 'AUX'), ('time', 'NOUN'), ('we', 'PRON'), ('come', 'VERB'), ('together', 'ADV'), ('and', 'CCONJ'), ('hold', 'VERB'), ('the', 'DET'), ('NRA', 'PROPN'), ('lapdogs', 'NOUN'), ('accountable', 'ADJ'), ('for', 'ADP'), ('the', 'DET'), ('lives', 'NOUN'), ('that', 'PRON'), ('are', 'AUX'), ('being', 'AUX'), ('lost', 'VERB'), ('every', 'DET'), ('day', 'NOUN'), ('because', 'SCONJ'), ('of', 'ADP'), ('their', 'PRON'), ('despicable', 'ADJ'), ('behavior', 'NOUN'), (',', 'PUNCT'), ('”', 'PUNCT'), ('said', 'VERB'), ('Dan', 'PROPN'), ('Gross', 'PROPN'), (',', 'PUNCT'), ('president', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('Brady', 'PROPN'), ('Campaign', 'PROPN'), ('to', 'ADP'), ('Prevent', 'PROPN'), ('Gun', 'PROPN'), ('Violence', 'PROPN'), ('\n      ', 'SPACE')]",nra,NOUN,"[('supporters', 'NOUN')]",supporters,0.49795111121083646,0.2756987282764428,0.375,0.5,0.0015889114266396213,0.0
155,He thinks this won’t provoke an expensive lawsuit that the city will lose?,"The gun ordinance also addresses what police and others believe is a big reason for what they say is a flood of illegal guns into Chicago and why the city’s police officers seize more illegal guns than any police department in the United States: The sale of guns by so-called straw purchasers, who then transfer them to people who are not legally allowed to buy and possess firearms.
      ",flood,increase,"[('The', 'DET'), ('gun', 'NOUN'), ('ordinance', 'NOUN'), ('also', 'ADV'), ('addresses', 'VERB'), ('what', 'PRON'), ('police', 'NOUN'), ('and', 'CCONJ'), ('others', 'NOUN'), ('believe', 'VERB'), ('is', 'AUX'), ('a', 'DET'), ('big', 'ADJ'), ('reason', 'NOUN'), ('for', 'ADP'), ('what', 'PRON'), ('they', 'PRON'), ('say', 'VERB'), ('is', 'AUX'), ('a', 'DET'), ('flood', 'NOUN'), ('of', 'ADP'), ('illegal', 'ADJ'), ('guns', 'NOUN'), ('into', 'ADP'), ('Chicago', 'PROPN'), ('and', 'CCONJ'), ('why', 'SCONJ'), ('the', 'DET'), ('city', 'NOUN'), ('’s', 'PART'), ('police', 'NOUN'), ('officers', 'NOUN'), ('seize', 'VERB'), ('more', 'ADV'), ('illegal', 'ADJ'), ('guns', 'NOUN'), ('than', 'ADP'), ('any', 'DET'), ('police', 'NOUN'), ('department', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('United', 'PROPN'), ('States', 'PROPN'), (':', 'PUNCT'), ('The', 'DET'), ('sale', 'NOUN'), ('of', 'ADP'), ('guns', 'NOUN'), ('by', 'ADP'), ('so', 'ADV'), ('called', 'VERB'), ('straw', 'NOUN'), ('purchasers', 'NOUN'), (',', 'PUNCT'), ('who', 'PRON'), ('then', 'ADV'), ('transfer', 'VERB'), ('them', 'PRON'), ('to', 'ADP'), ('people', 'NOUN'), ('who', 'PRON'), ('are', 'AUX'), ('not', 'PART'), ('legally', 'ADV'), ('allowed', 'VERB'), ('to', 'PART'), ('buy', 'VERB'), ('and', 'CCONJ'), ('possess', 'VERB'), ('firearms', 'NOUN'), ('\n      ', 'SPACE')]",guns,NOUN,"[('increase', 'NOUN')]",increase,0.0,0.9063285310504395,0.25,0.6666666666666667,3.380662609871535e-05,0.702970297029703
156,Job Opportunities,"NRA fingerprints in landmark health-care law
      ",fingerprints,influence,"[('NRA', 'PROPN'), ('fingerprints', 'NOUN'), ('in', 'ADP'), ('landmark', 'ADJ'), ('health', 'NOUN'), ('care', 'NOUN'), ('law', 'NOUN'), ('\n      ', 'SPACE')]",nra,NOUN,"[('influence', 'NOUN')]",influence,0.31099946551527186,0.2756987282764428,0.375,0.5,0.00030425963488843813,0.0
157,"You know like writing an article on this guy, rather then clarifying why you cherry picked issues on the debate, and addressing flat out lies you made (well not you but the author of said article)","I would add that the author goes on to write this after his other article on the ""top 10 gun myths"" is trounced and laughable filled with such lies like ""armed citizens"" have never stopped a mass shooting.
      ",myths,falsehoods,"[('I', 'PRON'), ('would', 'AUX'), ('add', 'VERB'), ('that', 'SCONJ'), ('the', 'DET'), ('author', 'NOUN'), ('goes', 'VERB'), ('on', 'ADP'), ('to', 'PART'), ('write', 'VERB'), ('this', 'PRON'), ('after', 'SCONJ'), ('his', 'PRON'), ('other', 'ADJ'), ('article', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('""', 'PUNCT'), ('top', 'ADJ'), ('10', 'NUM'), ('gun', 'NOUN'), ('myths', 'NOUN'), ('""', 'PUNCT'), ('is', 'AUX'), ('trounced', 'VERB'), ('and', 'CCONJ'), ('laughable', 'ADJ'), ('filled', 'VERB'), ('with', 'ADP'), ('such', 'ADJ'), ('lies', 'NOUN'), ('like', 'ADP'), ('""', 'PUNCT'), ('armed', 'ADJ'), ('citizens', 'NOUN'), ('""', 'PUNCT'), ('have', 'AUX'), ('never', 'ADV'), ('stopped', 'VERB'), ('a', 'DET'), ('mass', 'ADJ'), ('shooting', 'NOUN'), ('\n      ', 'SPACE')]",gun,NOUN,"[('falsehoods', 'NOUN')]",falsehoods,0.4568521425732899,0.9063285310504395,0.375,0.6666666666666667,0.0011156186612576065,0.702970297029703
158,Gun control flows entirely from racial hatred.,"It has nothing to do with the avalanche of firearms or the current epidemic of gun violence in our society.
      ",avalanche,quantity,"[('It', 'PRON'), ('has', 'VERB'), ('nothing', 'PRON'), ('to', 'PART'), ('do', 'VERB'), ('with', 'ADP'), ('the', 'DET'), ('avalanche', 'NOUN'), ('of', 'ADP'), ('firearms', 'NOUN'), ('or', 'CCONJ'), ('the', 'DET'), ('current', 'ADJ'), ('epidemic', 'NOUN'), ('of', 'ADP'), ('gun', 'NOUN'), ('violence', 'NOUN'), ('in', 'ADP'), ('our', 'PRON'), ('society', 'NOUN'), ('\n      ', 'SPACE')]",firearms,NOUN,"[('quantity', 'NOUN')]",quantity,0.6019898043468439,1.0,0.0,0.8333333333333335,0.07799188640973631,0.5643564356435643
159,But Fredericksburg offered both North and South an important lesson about using old tactics against new weapons.,"In the days of smoothbore muskets, soldiers compensated for the guns’ inaccuracy by standing shoulder to shoulder and firing in unison, creating a wall of bullets.
      ",wall,volley,"[('In', 'ADP'), ('the', 'DET'), ('days', 'NOUN'), ('of', 'ADP'), ('smoothbore', 'ADJ'), ('muskets', 'NOUN'), (',', 'PUNCT'), ('soldiers', 'NOUN'), ('compensated', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('guns', 'NOUN'), ('’', 'PART'), ('inaccuracy', 'NOUN'), ('by', 'ADP'), ('standing', 'VERB'), ('shoulder', 'NOUN'), ('to', 'ADP'), ('shoulder', 'NOUN'), ('and', 'CCONJ'), ('firing', 'VERB'), ('in', 'ADP'), ('unison', 'NOUN'), (',', 'PUNCT'), ('creating', 'VERB'), ('a', 'DET'), ('wall', 'NOUN'), ('of', 'ADP'), ('bullets', 'NOUN'), ('\n      ', 'SPACE')]",bullets,NOUN,"[('volley', 'PROPN')]",volley,0.5133017032198215,0.7070732112364813,0.875,0.8333333333333335,0.0,0.039603960396039604
160,[EMPTY],"Do you stand for the Republic for which it stands or the do we stand for the ravings of Democracy.
    ",ravings,incoherence,"[('Do', 'AUX'), ('you', 'PRON'), ('stand', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('Republic', 'PROPN'), ('for', 'ADP'), ('which', 'PRON'), ('it', 'PRON'), ('stands', 'VERB'), ('or', 'CCONJ'), ('the', 'PRON'), ('do', 'AUX'), ('we', 'PRON'), ('stand', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('ravings', 'NOUN'), ('of', 'ADP'), ('Democracy', 'NOUN'), ('\n    ', 'SPACE')]",democracy,NOUN,"[('incoherence', 'NOUN')]",incoherence,0.23836510080070816,0.15618580315477704,0.5,0.3333333333333335,3.380662609871535e-05,0.0
161,Understanding that democracy would no more solve the region’s problems than shooting a rabid dog full of PCP would improve its mood was as easy as looking at the dominant political movements that were going to compete in such an election.,"American leaders were ill-prepared to grasp this because the Republicans were still besotted with an idealistic vision of American democracy propounded by the Democratic Party in the first half of the last century and utterly incapable of understanding that democracy is a tool and it only works in the hands of a people of good character.
      ",tool,system,"[('American', 'ADJ'), ('leaders', 'NOUN'), ('were', 'AUX'), ('ill', 'ADV'), ('prepared', 'VERB'), ('to', 'PART'), ('grasp', 'VERB'), ('this', 'PRON'), ('because', 'SCONJ'), ('the', 'DET'), ('Republicans', 'PROPN'), ('were', 'AUX'), ('still', 'ADV'), ('besotted', 'VERB'), ('with', 'ADP'), ('an', 'DET'), ('idealistic', 'ADJ'), ('vision', 'NOUN'), ('of', 'ADP'), ('American', 'ADJ'), ('democracy', 'NOUN'), ('propounded', 'VERB'), ('by', 'ADP'), ('the', 'DET'), ('Democratic', 'PROPN'), ('Party', 'PROPN'), ('in', 'ADP'), ('the', 'DET'), ('first', 'ADJ'), ('half', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('last', 'ADJ'), ('century', 'NOUN'), ('and', 'CCONJ'), ('utterly', 'ADV'), ('incapable', 'ADJ'), ('of', 'ADP'), ('understanding', 'VERB'), ('that', 'SCONJ'), ('democracy', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('tool', 'NOUN'), ('and', 'CCONJ'), ('it', 'PRON'), ('only', 'ADV'), ('works', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('hands', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('people', 'NOUN'), ('of', 'ADP'), ('good', 'ADJ'), ('character', 'NOUN'), ('\n      ', 'SPACE')]",democracy,NOUN,"[('system', 'NOUN')]",system,0.6920528448448967,0.15618580315477704,0.5,0.3333333333333335,0.003008789722785666,0.0
162,It’s that running for president makes you stiff.,"Message control is paramount to modern campaigns, but it’s also a candidate’s straitjacket hemmed in by voter interests, poll-tested buzz words, and obligatory nods to patriotism and family.
      ",straitjacket,constraints,"[('Message', 'NOUN'), ('control', 'NOUN'), ('is', 'AUX'), ('paramount', 'ADJ'), ('to', 'ADP'), ('modern', 'ADJ'), ('campaigns', 'NOUN'), (',', 'PUNCT'), ('but', 'CCONJ'), ('it', 'PRON'), ('’s', 'VERB'), ('also', 'ADV'), ('a', 'DET'), ('candidate', 'NOUN'), ('’s', 'PART'), ('straitjacket', 'NOUN'), ('hemmed', 'VERB'), ('in', 'ADP'), ('by', 'ADP'), ('voter', 'NOUN'), ('interests', 'NOUN'), (',', 'PUNCT'), ('poll', 'NOUN'), ('tested', 'VERB'), ('buzz', 'ADJ'), ('words', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('obligatory', 'ADJ'), ('nods', 'VERB'), ('to', 'ADP'), ('patriotism', 'NOUN'), ('and', 'CCONJ'), ('family', 'NOUN'), ('\n      ', 'SPACE')]",candidate,NOUN,"[('constraints', 'NOUN')]",constraints,0.4058720168837485,0.26923429197064846,0.625,0.16666666666666674,6.76132521974307e-05,0.059405940594059396
164,"Thursday, June 19, 2008","Terror as an election tool in Zimbabwe In March, the Zimbabwe election commission confirmed that Robert Mugabe and his party, ZANU-PF, had lost control of Parliament.
      ",tool,method,"[('Terror', 'NOUN'), ('as', 'ADP'), ('an', 'DET'), ('election', 'NOUN'), ('tool', 'NOUN'), ('in', 'ADP'), ('Zimbabwe', 'PROPN'), ('In', 'ADP'), ('March', 'PROPN'), (',', 'PUNCT'), ('the', 'DET'), ('Zimbabwe', 'PROPN'), ('election', 'NOUN'), ('commission', 'NOUN'), ('confirmed', 'VERB'), ('that', 'SCONJ'), ('Robert', 'PROPN'), ('Mugabe', 'PROPN'), ('and', 'CCONJ'), ('his', 'PRON'), ('party', 'NOUN'), (',', 'PUNCT'), ('ZANU', 'PROPN'), ('PF', 'PROPN'), (',', 'PUNCT'), ('had', 'AUX'), ('lost', 'VERB'), ('control', 'NOUN'), ('of', 'ADP'), ('Parliament', 'PROPN'), ('\n      ', 'SPACE')]",election,NOUN,"[('method', 'NOUN')]",method,0.6907211823832223,0.2992696144197787,0.5,0.16666666666666674,0.0029749830966869506,0.07920792079207922
165,[EMPTY],"Again the bewitched-line-of-thought has to strike someone, which made me realize that poverty is a malaise that makes people want more than is given to them.
    ",malaise,condition of discomfort,"[('Again', 'ADV'), ('the', 'DET'), ('bewitched', 'VERB'), ('line', 'NOUN'), ('of', 'ADP'), ('thought', 'NOUN'), ('has', 'VERB'), ('to', 'PART'), ('strike', 'VERB'), ('someone', 'PRON'), (',', 'PUNCT'), ('which', 'PRON'), ('made', 'VERB'), ('me', 'PRON'), ('realize', 'VERB'), ('that', 'SCONJ'), ('poverty', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('malaise', 'NOUN'), ('that', 'PRON'), ('makes', 'VERB'), ('people', 'NOUN'), ('want', 'VERB'), ('more', 'ADJ'), ('than', 'SCONJ'), ('is', 'AUX'), ('given', 'VERB'), ('to', 'ADP'), ('them', 'PRON'), ('\n    ', 'SPACE')]",poverty,NOUN,"[('condition', 'NOUN'), ('of', 'ADP'), ('discomfort', 'NOUN')]",condition,0.8434136500250068,0.25081129331499935,0.25,0.16666666666666674,0.08002028397565923,0.0495049504950495
166,"by Northern Observer آ» Thu Nov 08, 2012 3:14 am Underestimating poor people is always a bad bet.","If the Scotish and the Irish can raise themselves from the stupidity of poverty I see no reason why the circle arbitrairily closes at hispanics.
      ",stupidity,situation,"[('If', 'SCONJ'), ('the', 'DET'), ('Scotish', 'PROPN'), ('and', 'CCONJ'), ('the', 'DET'), ('Irish', 'PROPN'), ('can', 'AUX'), ('raise', 'VERB'), ('themselves', 'PRON'), ('from', 'ADP'), ('the', 'DET'), ('stupidity', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), ('I', 'PRON'), ('see', 'VERB'), ('no', 'DET'), ('reason', 'NOUN'), ('why', 'SCONJ'), ('the', 'DET'), ('circle', 'NOUN'), ('arbitrairily', 'ADV'), ('closes', 'VERB'), ('at', 'ADP'), ('hispanics', 'NOUN'), ('\n      ', 'SPACE')]",poverty,NOUN,"[('situation', 'NOUN')]",situation,0.4319581959125221,0.25081129331499935,0.25,0.16666666666666674,0.0025016903313049357,0.0495049504950495
167,Ken Shade on 5 April 2013 at 9:46 pm,"Taxation is a man made curse, however it can be used for the benefit of many, but we should not confuse it with the issue of mis-selling apartments for rental and then later the enforcement of the 1995 tourist laws, where the only beneficiary appears to be the “Sole Agent” I Dont Belive It on 5 April 2013 at 10:41 pm
      ",curse,burden,"[('Taxation', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('man', 'NOUN'), ('made', 'VERB'), ('curse', 'NOUN'), (',', 'PUNCT'), ('however', 'ADV'), ('it', 'PRON'), ('can', 'AUX'), ('be', 'AUX'), ('used', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('benefit', 'NOUN'), ('of', 'ADP'), ('many', 'ADJ'), (',', 'PUNCT'), ('but', 'CCONJ'), ('we', 'PRON'), ('should', 'AUX'), ('not', 'PART'), ('confuse', 'VERB'), ('it', 'PRON'), ('with', 'ADP'), ('the', 'DET'), ('issue', 'NOUN'), ('of', 'ADP'), ('mis', 'PROPN'), ('selling', 'VERB'), ('apartments', 'NOUN'), ('for', 'ADP'), ('rental', 'NOUN'), ('and', 'CCONJ'), ('then', 'ADV'), ('later', 'ADV'), ('the', 'DET'), ('enforcement', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('1995', 'NUM'), ('tourist', 'NOUN'), ('laws', 'NOUN'), (',', 'PUNCT'), ('where', 'SCONJ'), ('the', 'DET'), ('only', 'ADJ'), ('beneficiary', 'NOUN'), ('appears', 'VERB'), ('to', 'PART'), ('be', 'AUX'), ('the', 'DET'), ('“', 'PUNCT'), ('Sole', 'PROPN'), ('Agent', 'PROPN'), ('”', 'PUNCT'), ('I', 'PRON'), ('Do', 'AUX'), ('nt', 'PART'), ('Belive', 'VERB'), ('It', 'PRON'), ('on', 'ADP'), ('5', 'NUM'), ('April', 'PROPN'), ('2013', 'NUM'), ('at', 'ADP'), ('10:41', 'NUM'), ('pm', 'NOUN'), ('\n      ', 'SPACE')]",taxation,NOUN,"[('burden', 'VERB')]",burden,0.5859360679343854,0.6137579356910883,0.75,0.3333333333333335,0.0001352265043948614,0.4455445544554455
168,"Lex Luthor, readers will recall, was the power-hungry business magnate of immense wealth who served as Superman’s foil in all those comics and movies.","The power craving madman of wealth has been a staple for movies of all sorts, in fact.
      ",madman,bad person,"[('The', 'DET'), ('power', 'NOUN'), ('craving', 'VERB'), ('madman', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('has', 'AUX'), ('been', 'AUX'), ('a', 'DET'), ('staple', 'NOUN'), ('for', 'ADP'), ('movies', 'NOUN'), ('of', 'ADP'), ('all', 'DET'), ('sorts', 'NOUN'), (',', 'PUNCT'), ('in', 'ADP'), ('fact', 'NOUN'), ('\n      ', 'SPACE')]",wealth,NOUN,"[('bad', 'ADJ'), ('person', 'NOUN')]",person,0.8530507418749028,0.2992696144197787,0.125,0.16666666666666674,0.2359026369168357,0.07920792079207922
169,Which part of “well-regulated” is ambiguous or hard to understand?,"So this myopic aversion of the NRA and fellow gun advocates to gun reform and background checks is baffling.
      ",aversion,opposition,"[('So', 'ADV'), ('this', 'DET'), ('myopic', 'ADJ'), ('aversion', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('NRA', 'PROPN'), ('and', 'CCONJ'), ('fellow', 'ADJ'), ('gun', 'NOUN'), ('advocates', 'VERB'), ('to', 'PART'), ('gun', 'VERB'), ('reform', 'NOUN'), ('and', 'CCONJ'), ('background', 'NOUN'), ('checks', 'NOUN'), ('is', 'AUX'), ('baffling', 'ADJ'), ('\n      ', 'SPACE')]",nra,NOUN,"[('opposition', 'NOUN')]",opposition,0.36930051526534347,0.2756987282764428,0.5,0.5,0.00016903313049357674,0.0
171,[EMPTY],"They live in bondage to the NRA, these cowards, and if just one of them escapes the slavery and lives to tell the tale, others will follow. - See more at: http://www.thomhartmann.com/forum/2013/04/nra-may-have-won-temporary-victory-it-can%E2%80%99t-keep-winning-forever#sthash.rL9uS0BJ.dpuf
    ",bondage,obedience,"[('They', 'PRON'), ('live', 'VERB'), ('in', 'ADP'), ('bondage', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('NRA', 'PROPN'), (',', 'PUNCT'), ('these', 'DET'), ('cowards', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('if', 'SCONJ'), ('just', 'ADV'), ('one', 'NUM'), ('of', 'ADP'), ('them', 'PRON'), ('escapes', 'VERB'), ('the', 'DET'), ('slavery', 'NOUN'), ('and', 'CCONJ'), ('lives', 'VERB'), ('to', 'PART'), ('tell', 'VERB'), ('the', 'DET'), ('tale', 'NOUN'), (',', 'PUNCT'), ('others', 'NOUN'), ('will', 'AUX'), ('follow', 'VERB'), ('See', 'VERB'), ('more', 'ADJ'), ('at', 'ADP'), (':', 'PUNCT'), ('http://www.thomhartmann.com/forum/2013/04/nra-may-have-won-temporary-victory-it-can%E2%80%99t-keep-winning-forever#sthash.rL9uS0BJ.dpuf', 'X'), ('\n    ', 'SPACE')]",nra,NOUN,"[('obedience', 'NOUN')]",obedience,0.23836510080070816,0.2756987282764428,0.5,0.5,3.380662609871535e-05,0.0
