,Unnamed: 0,prev_text,current_text,source,literal expression suggestion 1,Good or Not? ,Unnamed: 6,target,third note,literal expression suggestion 2,verbose literal expression,notes,Unnamed: 12,pos,source_pos
154,154,"As well, parallel to the genocidal and 1915 Armenian agenda, is a long festering inter-governmental dispute between Turkey and the sovereign state of Armenia over control of Nagorno-Karabakh region in the middle of Azerbaijan that has closed the border between the two countries since 1993.","The Acting Armenian Foreign Minister, Edward Nabandian, added fuel to this diplomatic fire by welcoming the Senate resolution as “an important step” toward establishing “historical truth and prevention of crimes against humanity.”
      ",fire,controversy,y,1.0,controversy,,,,,,"[('The', 'DET'), ('Acting', 'PROPN'), ('Armenian', 'ADJ'), ('Foreign', 'PROPN'), ('Minister', 'PROPN'), (',', 'PUNCT'), ('Edward', 'PROPN'), ('Nabandian', 'PROPN'), (',', 'PUNCT'), ('added', 'VERB'), ('fuel', 'NOUN'), ('to', 'ADP'), ('this', 'DET'), ('diplomatic', 'ADJ'), ('fire', 'NOUN'), ('by', 'ADP'), ('welcoming', 'VERB'), ('the', 'DET'), ('Senate', 'PROPN'), ('resolution', 'NOUN'), ('as', 'ADP'), ('“', 'PUNCT'), ('an', 'DET'), ('important', 'ADJ'), ('step', 'NOUN'), ('”', 'PUNCT'), ('toward', 'ADP'), ('establishing', 'VERB'), ('“', 'PUNCT'), ('historical', 'ADJ'), ('truth', 'NOUN'), ('and', 'CCONJ'), ('prevention', 'NOUN'), ('of', 'ADP'), ('crimes', 'NOUN'), ('against', 'ADP'), ('humanity', 'NOUN'), ('”', 'PUNCT'), ('\r\n      ', 'SPACE')]",NOUN
155,155,"While the Clinton Administration has asked Congress to make an immediate payment of $100 million to the United Nations, it wants the remaining $900 million appropriated now but held back until 1999, when it has had time to judge the changes Mr. Annan makes.","The bureaucratic pruning the Secretary General has in mind clearly falls well short of the ''50 percent cut in the entire U.N. bureaucracy'' demanded last year by Senator Jesse Helms, the North Carolina Republican who is chairman of the Senate Foreign Relations Committee and the most powerful congressional critic of the United Nations.
      ",pruning,reduction,y,1.0,reduction,,,,,,"[('The', 'DET'), ('bureaucratic', 'ADJ'), ('pruning', 'NOUN'), ('the', 'DET'), ('Secretary', 'PROPN'), ('General', 'PROPN'), ('has', 'VERB'), ('in', 'ADP'), ('mind', 'NOUN'), ('clearly', 'ADV'), ('falls', 'VERB'), ('well', 'ADV'), ('short', 'ADJ'), ('of', 'ADP'), ('the', 'DET'), (""''"", 'PUNCT'), ('50', 'NUM'), ('percent', 'NOUN'), ('cut', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('entire', 'ADJ'), ('U.N.', 'PROPN'), ('bureaucracy', 'NOUN'), (""''"", 'PUNCT'), ('demanded', 'VERB'), ('last', 'ADJ'), ('year', 'NOUN'), ('by', 'ADP'), ('Senator', 'PROPN'), ('Jesse', 'PROPN'), ('Helms', 'PROPN'), (',', 'PUNCT'), ('the', 'DET'), ('North', 'PROPN'), ('Carolina', 'PROPN'), ('Republican', 'PROPN'), ('who', 'PRON'), ('is', 'AUX'), ('chairman', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('Senate', 'PROPN'), ('Foreign', 'PROPN'), ('Relations', 'PROPN'), ('Committee', 'PROPN'), ('and', 'CCONJ'), ('the', 'DET'), ('most', 'ADV'), ('powerful', 'ADJ'), ('congressional', 'ADJ'), ('critic', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('United', 'PROPN'), ('Nations', 'PROPN'), ('\r\n      ', 'SPACE')]",NOUN
156,156,by Julia Stewart,"Filed Under 24 Comments » Published: December 29, 2010 under Archived Featured Articles, Archived Guest Articles If you hired a wealth coach to help you build a seven-figure income by investing or starting a new business, would you expect to find yourself in bankruptcy court a year later, with your house on the auction block?
      ",coach,I couldn't come up with a target.,n,0.0,advisor,,advisor,,,,"[('Filed', 'VERB'), ('Under', 'ADP'), ('24', 'NUM'), ('Comments', 'PROPN'), ('»', 'PUNCT'), ('Published', 'PROPN'), (':', 'PUNCT'), ('December', 'PROPN'), ('29', 'NUM'), (',', 'PUNCT'), ('2010', 'NUM'), ('under', 'ADP'), ('Archived', 'PROPN'), ('Featured', 'VERB'), ('Articles', 'PROPN'), (',', 'PUNCT'), ('Archived', 'ADJ'), ('Guest', 'NOUN'), ('Articles', 'PROPN'), ('If', 'SCONJ'), ('you', 'PRON'), ('hired', 'VERB'), ('a', 'DET'), ('wealth', 'NOUN'), ('coach', 'NOUN'), ('to', 'PART'), ('help', 'VERB'), ('you', 'PRON'), ('build', 'VERB'), ('a', 'DET'), ('seven', 'NUM'), ('figure', 'NOUN'), ('income', 'NOUN'), ('by', 'ADP'), ('investing', 'VERB'), ('or', 'CCONJ'), ('starting', 'VERB'), ('a', 'DET'), ('new', 'ADJ'), ('business', 'NOUN'), (',', 'PUNCT'), ('would', 'AUX'), ('you', 'PRON'), ('expect', 'VERB'), ('to', 'PART'), ('find', 'VERB'), ('yourself', 'PRON'), ('in', 'ADP'), ('bankruptcy', 'NOUN'), ('court', 'NOUN'), ('a', 'DET'), ('year', 'NOUN'), ('later', 'ADV'), (',', 'PUNCT'), ('with', 'ADP'), ('your', 'PRON'), ('house', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('auction', 'NOUN'), ('block', 'NOUN'), ('?', 'PUNCT'), ('\r\n      ', 'SPACE')]",NOUN
157,157,[EMPTY],"The Senate is poison.
    ",poison,partisanship causer,n,0.0,detrimental,,detrimental,,,Corrected annotation to literal interpretation (but still n),"[('The', 'DET'), ('Senate', 'PROPN'), ('is', 'AUX'), ('poison', 'NOUN'), ('\r\n    ', 'SPACE')]",NOUN
158,158,"by Northern Observer آ» Thu Nov 08, 2012 3:14 am Underestimating poor people is always a bad bet.","If the Scotish and the Irish can raise themselves from the stupidity of poverty I see no reason why the circle arbitrairily closes at hispanics.
      ",stupidity,poverty,n,0.0,situation,,situation,pointless situation,"An equally valid nonmetaphorical reading is that the author is calling poor people (hispanics, Scottish/Irish in the past) as stupid. Probably the author intends both meanings",Corrected annotation to literal interpretation (changed to n),"[('If', 'SCONJ'), ('the', 'DET'), ('Scotish', 'PROPN'), ('and', 'CCONJ'), ('the', 'DET'), ('Irish', 'PROPN'), ('can', 'AUX'), ('raise', 'VERB'), ('themselves', 'PRON'), ('from', 'ADP'), ('the', 'DET'), ('stupidity', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), ('I', 'PRON'), ('see', 'VERB'), ('no', 'DET'), ('reason', 'NOUN'), ('why', 'SCONJ'), ('the', 'DET'), ('circle', 'NOUN'), ('arbitrairily', 'ADV'), ('closes', 'VERB'), ('at', 'ADP'), ('hispanics', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
159,159,"It is almost unthinkable that, despite such overwhelming public support, Congress continues to put the interests of the corporate gun lobby ahead of the safety of the American people and will not even vote on expanding background checks to online sales and gun shows.","It is time we come together and hold the NRA lapdogs accountable for the lives that are being lost every day because of their despicable behavior,” said Dan Gross, president of the Brady Campaign to Prevent Gun Violence.
      ",lapdogs,politicians,n,0.0,supporters,,supporters,,,Corrected annotation to literal interpretation (changed to n),"[('It', 'PRON'), ('is', 'AUX'), ('time', 'NOUN'), ('we', 'PRON'), ('come', 'VERB'), ('together', 'ADV'), ('and', 'CCONJ'), ('hold', 'VERB'), ('the', 'DET'), ('NRA', 'PROPN'), ('lapdogs', 'NOUN'), ('accountable', 'ADJ'), ('for', 'ADP'), ('the', 'DET'), ('lives', 'NOUN'), ('that', 'PRON'), ('are', 'AUX'), ('being', 'AUX'), ('lost', 'VERB'), ('every', 'DET'), ('day', 'NOUN'), ('because', 'SCONJ'), ('of', 'ADP'), ('their', 'PRON'), ('despicable', 'ADJ'), ('behavior', 'NOUN'), (',', 'PUNCT'), ('”', 'PUNCT'), ('said', 'VERB'), ('Dan', 'PROPN'), ('Gross', 'PROPN'), (',', 'PUNCT'), ('president', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('Brady', 'PROPN'), ('Campaign', 'PROPN'), ('to', 'ADP'), ('Prevent', 'PROPN'), ('Gun', 'PROPN'), ('Violence', 'PROPN'), ('\r\n      ', 'SPACE')]",NOUN
160,160,[EMPTY],"Thank you, Congress, for being the slave of the NRA- you cowardly, spineless, self serving sons of Satan.
    ",slave,acceptence of lobbying money,n,0.0,possession,,possession,,,Corrected annotation to literal interpretation (but still n),"[('Thank', 'VERB'), ('you', 'PRON'), (',', 'PUNCT'), ('Congress', 'PROPN'), (',', 'PUNCT'), ('for', 'ADP'), ('being', 'AUX'), ('the', 'DET'), ('slave', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('NRA-', 'NOUN'), ('you', 'PRON'), ('cowardly', 'ADV'), (',', 'PUNCT'), ('spineless', 'ADJ'), (',', 'PUNCT'), ('self', 'NOUN'), ('serving', 'VERB'), ('sons', 'NOUN'), ('of', 'ADP'), ('Satan', 'PROPN'), ('\r\n    ', 'SPACE')]",NOUN
161,161,"On Sunday, with the skies sunny and mostly clear, the oppressive heat that hung on all summer was finally gone and the cooler air of approaching autumn turned the nation's capital into a pleasant place.","Then Monday arrived and with it came an infestation of congressmen and women.
      ",infestation,visits,n,0.0,crowd,,crowd,,,Corrected annotation to literal interpretation (but still n),"[('Then', 'ADV'), ('Monday', 'PROPN'), ('arrived', 'VERB'), ('and', 'CCONJ'), ('with', 'ADP'), ('it', 'PRON'), ('came', 'VERB'), ('an', 'DET'), ('infestation', 'NOUN'), ('of', 'ADP'), ('congressmen', 'NOUN'), ('and', 'CCONJ'), ('women', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
162,162,"The US, Russia and EU need to help the UN against pressure from Iran, Pakistan, and Saudi Arabia over their former playground Afghanistan.","Just as West Germany, more importantly, West Berlin, was used as a showcase for democracy, justice, and freedom against the Warsaw Pact; we can use similar frameworks to model Afghanistan to weaken, recruit, and win over the fanatics of the region.
      ",showcase,ideal institutions,y,1.0,ideal institutions,,example,,,Corrected annotation to literal interpretation (changed to y),"[('Just', 'ADV'), ('as', 'SCONJ'), ('West', 'PROPN'), ('Germany', 'PROPN'), (',', 'PUNCT'), ('more', 'ADV'), ('importantly', 'ADV'), (',', 'PUNCT'), ('West', 'PROPN'), ('Berlin', 'PROPN'), (',', 'PUNCT'), ('was', 'AUX'), ('used', 'VERB'), ('as', 'ADP'), ('a', 'DET'), ('showcase', 'NOUN'), ('for', 'ADP'), ('democracy', 'NOUN'), (',', 'PUNCT'), ('justice', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('freedom', 'NOUN'), ('against', 'ADP'), ('the', 'DET'), ('Warsaw', 'PROPN'), ('Pact', 'PROPN'), (';', 'PUNCT'), ('we', 'PRON'), ('can', 'AUX'), ('use', 'VERB'), ('similar', 'ADJ'), ('frameworks', 'NOUN'), ('to', 'PART'), ('model', 'VERB'), ('Afghanistan', 'PROPN'), ('to', 'PART'), ('weaken', 'VERB'), (',', 'PUNCT'), ('recruit', 'VERB'), (',', 'PUNCT'), ('and', 'CCONJ'), ('win', 'VERB'), ('over', 'ADP'), ('the', 'DET'), ('fanatics', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('region', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
163,163,Ron Paul has already offered interesting compromises on Socialist Security and the Federal Reserve that Nader should be open to discussing.,"There are good libertarian ideas that a global democracy nut like Gravel should find interesting such as jury nullification--if Gravel really wants to give power to ""the people""--but after hearing that interview with Scott Horton, Gravel just seemed too pig-headed to open his mind up to anything.
      ",nut,person,y,1.0,person,,enthusiast,,,Corrected annotation to literal interpretation (but still y),"[('There', 'PRON'), ('are', 'VERB'), ('good', 'ADJ'), ('libertarian', 'ADJ'), ('ideas', 'NOUN'), ('that', 'PRON'), ('a', 'DET'), ('global', 'ADJ'), ('democracy', 'NOUN'), ('nut', 'NOUN'), ('like', 'ADP'), ('Gravel', 'PROPN'), ('should', 'AUX'), ('find', 'VERB'), ('interesting', 'ADJ'), ('such', 'ADJ'), ('as', 'ADP'), ('jury', 'NOUN'), ('nullification', 'NOUN'), ('if', 'SCONJ'), ('Gravel', 'PROPN'), ('really', 'ADV'), ('wants', 'VERB'), ('to', 'PART'), ('give', 'VERB'), ('power', 'NOUN'), ('to', 'ADP'), ('""', 'PUNCT'), ('the', 'DET'), ('people""--but', 'NOUN'), ('after', 'ADP'), ('hearing', 'VERB'), ('that', 'DET'), ('interview', 'NOUN'), ('with', 'ADP'), ('Scott', 'PROPN'), ('Horton', 'PROPN'), (',', 'PUNCT'), ('Gravel', 'PROPN'), ('just', 'ADV'), ('seemed', 'VERB'), ('too', 'ADV'), ('pig', 'NOUN'), ('headed', 'VERB'), ('to', 'PART'), ('open', 'VERB'), ('his', 'PRON'), ('mind', 'NOUN'), ('up', 'ADP'), ('to', 'ADP'), ('anything', 'PRON'), ('\r\n      ', 'SPACE')]",NOUN
164,164,"Also here are the seeds (or spores) of a strong reference to Deleuzean and Guattarian thinking; all of which (and more) Arditi briskly, concisely and adroitly elaborates, in a tightly structured interrogation of the key concepts of contemporary political thought: difference, populism, agitation and revolution.","The examples and case studies he places under the microscope range from the ancient to the modern, and from the popular to the unpopular faces of populism, as well as from classical to parliamentary to postmodern and cultural politics.
      ",faces,aspects,y,1.0,aspects,,examples,,,,"[('The', 'DET'), ('examples', 'NOUN'), ('and', 'CCONJ'), ('case', 'NOUN'), ('studies', 'NOUN'), ('he', 'PRON'), ('places', 'VERB'), ('under', 'ADP'), ('the', 'DET'), ('microscope', 'NOUN'), ('range', 'NOUN'), ('from', 'ADP'), ('the', 'DET'), ('ancient', 'ADJ'), ('to', 'ADP'), ('the', 'DET'), ('modern', 'ADJ'), (',', 'PUNCT'), ('and', 'CCONJ'), ('from', 'ADP'), ('the', 'DET'), ('popular', 'ADJ'), ('to', 'ADP'), ('the', 'DET'), ('unpopular', 'ADJ'), ('faces', 'NOUN'), ('of', 'ADP'), ('populism', 'NOUN'), (',', 'PUNCT'), ('as', 'ADV'), ('well', 'ADV'), ('as', 'ADP'), ('from', 'ADP'), ('classical', 'ADJ'), ('to', 'ADP'), ('parliamentary', 'ADJ'), ('to', 'ADP'), ('postmodern', 'ADJ'), ('and', 'CCONJ'), ('cultural', 'ADJ'), ('politics', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
165,165,Gun control flows entirely from racial hatred.,"It has nothing to do with the avalanche of firearms or the current epidemic of gun violence in our society.
      ",avalanche,number,y,1.0,quantity,,quantity,,,,"[('It', 'PRON'), ('has', 'VERB'), ('nothing', 'PRON'), ('to', 'PART'), ('do', 'VERB'), ('with', 'ADP'), ('the', 'DET'), ('avalanche', 'NOUN'), ('of', 'ADP'), ('firearms', 'NOUN'), ('or', 'CCONJ'), ('the', 'DET'), ('current', 'ADJ'), ('epidemic', 'NOUN'), ('of', 'ADP'), ('gun', 'NOUN'), ('violence', 'NOUN'), ('in', 'ADP'), ('our', 'PRON'), ('society', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
166,166,"If he’s smoking a cigarette or walking a dog, suddenly he has a purpose.","Sitting on a sidewalk for hours is business of the homeless, so people go to beaches to sunbathe and loiter.
      ",business,activity,y,1.0,activity,,,,,,"[('Sitting', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('sidewalk', 'NOUN'), ('for', 'ADP'), ('hours', 'NOUN'), ('is', 'AUX'), ('business', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('homeless', 'ADJ'), (',', 'PUNCT'), ('so', 'ADV'), ('people', 'NOUN'), ('go', 'VERB'), ('to', 'ADP'), ('beaches', 'NOUN'), ('to', 'PART'), ('sunbathe', 'VERB'), ('and', 'CCONJ'), ('loiter', 'VERB'), ('\r\n      ', 'SPACE')]",NOUN
167,167,A joint publication of FAO's Economic and Social Department and Sustainable Development Department,"Poverty and food security are heterogeneous phenomena in most countries; types and depth of poverty, measured in different ways, vary between and within countries and regions.
      ",depth,severity,y,1.0,severity,,,,,,"[('Poverty', 'NOUN'), ('and', 'CCONJ'), ('food', 'NOUN'), ('security', 'NOUN'), ('are', 'AUX'), ('heterogeneous', 'ADJ'), ('phenomena', 'NOUN'), ('in', 'ADP'), ('most', 'ADJ'), ('countries', 'NOUN'), (';', 'PUNCT'), ('types', 'NOUN'), ('and', 'CCONJ'), ('depth', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), (',', 'PUNCT'), ('measured', 'VERB'), ('in', 'ADP'), ('different', 'ADJ'), ('ways', 'NOUN'), (',', 'PUNCT'), ('vary', 'VERB'), ('between', 'ADP'), ('and', 'CCONJ'), ('within', 'ADP'), ('countries', 'NOUN'), ('and', 'CCONJ'), ('regions', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
168,168,And now we are seeing the defects spending that goes along with liberals creating their own shadow world in the government.,"The fact remains that technology will be the death of government.
      ",death,end,y,1.0,end,,,,,,"[('The', 'DET'), ('fact', 'NOUN'), ('remains', 'VERB'), ('that', 'SCONJ'), ('technology', 'NOUN'), ('will', 'AUX'), ('be', 'AUX'), ('the', 'DET'), ('death', 'NOUN'), ('of', 'ADP'), ('government', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
169,169,|,"0 comments BURLINGTON — Selling a project that relies entirely on sales tax to the largest tax generator in the county was a tough sell Thursday night.
      ",generator,source,y,1.0,source,,,,,,"[('0', 'NUM'), ('\xa0', 'SPACE'), ('comments', 'NOUN'), ('BURLINGTON', 'PROPN'), ('—', 'PUNCT'), ('Selling', 'VERB'), ('a', 'DET'), ('project', 'NOUN'), ('that', 'PRON'), ('relies', 'VERB'), ('entirely', 'ADV'), ('on', 'ADP'), ('sales', 'NOUN'), ('tax', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('largest', 'ADJ'), ('tax', 'NOUN'), ('generator', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('county', 'NOUN'), ('was', 'AUX'), ('a', 'DET'), ('tough', 'ADJ'), ('sell', 'NOUN'), ('Thursday', 'PROPN'), ('night', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
170,170,"In my opinion, a responsible mother or father would not allow guns in the house.","Guns are accidents waiting to happen.
      ",accidents,shootings,y,1.0,shootings,,problems,,,Corrected annotation to literal interpretation (changed to y),"[('Guns', 'NOUN'), ('are', 'AUX'), ('accidents', 'NOUN'), ('waiting', 'VERB'), ('to', 'PART'), ('happen', 'VERB'), ('\r\n      ', 'SPACE')]",NOUN
171,171,"Romney lost the swing state votes by a scant 330,000 votes.","In Ohio Romney won 72 of 88 counties but lost due to a tsunami of votes in Democrat-controlled Cleveland
      ",tsunami,large number of votes,y,1.0,quantity,,quantity,,,,"[('In', 'ADP'), ('Ohio', 'PROPN'), ('Romney', 'PROPN'), ('won', 'VERB'), ('72', 'NUM'), ('of', 'ADP'), ('88', 'NUM'), ('counties', 'NOUN'), ('but', 'CCONJ'), ('lost', 'VERB'), ('due', 'ADP'), ('to', 'ADP'), ('a', 'DET'), ('tsunami', 'NOUN'), ('of', 'ADP'), ('votes', 'NOUN'), ('in', 'ADP'), ('Democrat', 'PROPN'), ('controlled', 'VERB'), ('Cleveland', 'PROPN'), ('\r\n      ', 'SPACE')]",NOUN
172,172,I would have thought that was very very clear. and I and most reject that nonsense.,"Is that most of your fellow gun worshippers?
      ",worshippers,I couldn't come up with a target.,n,0.0,enthusiasts,,enthusiasts,"admirers, devotees",,,"[('Is', 'AUX'), ('that', 'SCONJ'), ('most', 'ADJ'), ('of', 'ADP'), ('your', 'PRON'), ('fellow', 'ADJ'), ('gun', 'NOUN'), ('worshippers', 'NOUN'), ('?', 'PUNCT'), ('\r\n      ', 'SPACE')]",NOUN
173,173,[EMPTY],"In the best of the prophetic tradition they will stand in the gateway of government and in the portals of business, calling people to justice for the poor, for the broken and for the excluded.
    ",gateway,"the procedural entry points of governance like courts, congressional hearings, etc.",y,1.0,entrance,,entrance,entryway,,,"[('In', 'ADP'), ('the', 'DET'), ('best', 'ADJ'), ('of', 'ADP'), ('the', 'DET'), ('prophetic', 'ADJ'), ('tradition', 'NOUN'), ('they', 'PRON'), ('will', 'AUX'), ('stand', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('gateway', 'NOUN'), ('of', 'ADP'), ('government', 'NOUN'), ('and', 'CCONJ'), ('in', 'ADP'), ('the', 'DET'), ('portals', 'NOUN'), ('of', 'ADP'), ('business', 'NOUN'), (',', 'PUNCT'), ('calling', 'VERB'), ('people', 'NOUN'), ('to', 'ADP'), ('justice', 'NOUN'), ('for', 'ADP'), ('the', 'DET'), ('poor', 'ADJ'), (',', 'PUNCT'), ('for', 'ADP'), ('the', 'DET'), ('broken', 'ADJ'), ('and', 'CCONJ'), ('for', 'ADP'), ('the', 'DET'), ('excluded', 'VERB'), ('\r\n    ', 'SPACE')]",NOUN
174,174,How to Build a Fortune [With CD-ROM with Workbook and Trump Cards and DVD] by Donald Trump,"How to Build a Fortune [With CD-ROM with Workbook and Trump Cards and DVD] 4.75 of 5 stars 4.75  ·  rating details  ·  4 ratings  ·  3 reviews Learn from a true master of wealth how to create your own personal fortune!
      ",master,I couldn't come up with a target.,n,0.0,expert,,expert,,,,"[('How', 'SCONJ'), ('to', 'PART'), ('Build', 'VERB'), ('a', 'DET'), ('Fortune', 'PROPN'), ('[', 'X'), ('With', 'ADP'), ('CD', 'NOUN'), ('ROM', 'NOUN'), ('with', 'ADP'), ('Workbook', 'PROPN'), ('and', 'CCONJ'), ('Trump', 'PROPN'), ('Cards', 'PROPN'), ('and', 'CCONJ'), ('DVD', 'NOUN'), (']', 'PUNCT'), ('4.75', 'NUM'), ('of', 'ADP'), ('5', 'NUM'), ('stars', 'NOUN'), ('4.75', 'NUM'), ('\xa0', 'SPACE'), ('·', 'SYM'), ('\xa0 ', 'SPACE'), ('rating', 'NOUN'), ('details', 'NOUN'), ('\xa0', 'SPACE'), ('·', 'SYM'), ('\xa0 ', 'SPACE'), ('4', 'NUM'), ('ratings', 'NOUN'), ('\xa0', 'SPACE'), ('·', 'SYM'), ('\xa0 ', 'SPACE'), ('3', 'NUM'), ('reviews', 'NOUN'), ('Learn', 'PROPN'), ('from', 'ADP'), ('a', 'DET'), ('true', 'ADJ'), ('master', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('how', 'SCONJ'), ('to', 'PART'), ('create', 'VERB'), ('your', 'PRON'), ('own', 'ADJ'), ('personal', 'ADJ'), ('fortune', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
175,175,"COUNCIL just completed one of the most disappointing sessions on record, memorable more for the misconduct of its members than for any of its (lackluster) accomplishments.","So we hope the start of 2013 — with the addition of a promising at-large member and plans for an improved committee structure — will usher in a chapter of government in which the only ambitions that matter are those of a growing city.
      ",chapter,period or era,y,1.0,period or era,,,,,,"[('So', 'ADV'), ('we', 'PRON'), ('hope', 'VERB'), ('the', 'DET'), ('start', 'NOUN'), ('of', 'ADP'), ('2013', 'NUM'), ('—', 'PUNCT'), ('with', 'ADP'), ('the', 'DET'), ('addition', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('promising', 'ADJ'), ('at', 'ADP'), ('large', 'ADJ'), ('member', 'NOUN'), ('and', 'CCONJ'), ('plans', 'NOUN'), ('for', 'ADP'), ('an', 'DET'), ('improved', 'ADJ'), ('committee', 'NOUN'), ('structure', 'NOUN'), ('—', 'PUNCT'), ('will', 'AUX'), ('usher', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('chapter', 'NOUN'), ('of', 'ADP'), ('government', 'NOUN'), ('in', 'ADP'), ('which', 'PRON'), ('the', 'DET'), ('only', 'ADJ'), ('ambitions', 'NOUN'), ('that', 'PRON'), ('matter', 'NOUN'), ('are', 'AUX'), ('those', 'PRON'), ('of', 'ADP'), ('a', 'DET'), ('growing', 'VERB'), ('city', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
176,176,[EMPTY],"Now the instruments of navigation of democracy are threefold, for democracy rests upon three simple facts : what a man thinks of himself, what a man thinks of others, and what a man thinks of God.
      ",navigation,democratic procedures,n,0.0,guidance,,guidance,management,,,"[('Now', 'INTJ'), ('the', 'DET'), ('instruments', 'NOUN'), ('of', 'ADP'), ('navigation', 'NOUN'), ('of', 'ADP'), ('democracy', 'NOUN'), ('are', 'AUX'), ('threefold', 'ADJ'), (',', 'PUNCT'), ('for', 'SCONJ'), ('democracy', 'NOUN'), ('rests', 'VERB'), ('upon', 'SCONJ'), ('three', 'NUM'), ('simple', 'ADJ'), ('facts', 'NOUN'), (':', 'PUNCT'), ('what', 'PRON'), ('a', 'DET'), ('man', 'NOUN'), ('thinks', 'VERB'), ('of', 'ADP'), ('himself', 'PRON'), (',', 'PUNCT'), ('what', 'PRON'), ('a', 'DET'), ('man', 'NOUN'), ('thinks', 'VERB'), ('of', 'ADP'), ('others', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('what', 'PRON'), ('a', 'DET'), ('man', 'NOUN'), ('thinks', 'VERB'), ('of', 'ADP'), ('God', 'PROPN'), ('\r\n      ', 'SPACE')]",NOUN
177,177,It was my Bible for Teaching Practice and remains my number one resource when looking at community and poverty with my pupils.,"What is great about this resource is that it targets every possible area and route of poverty, rather than focusing on the traditional case studies of African poverty.
      ",route,aspect,n,0.0,cause,,cause,"timeline, sequence of events",,,"[('What', 'PRON'), ('is', 'AUX'), ('great', 'ADJ'), ('about', 'ADP'), ('this', 'DET'), ('resource', 'NOUN'), ('is', 'AUX'), ('that', 'SCONJ'), ('it', 'PRON'), ('targets', 'VERB'), ('every', 'DET'), ('possible', 'ADJ'), ('area', 'NOUN'), ('and', 'CCONJ'), ('route', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), (',', 'PUNCT'), ('rather', 'ADV'), ('than', 'ADP'), ('focusing', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('traditional', 'ADJ'), ('case', 'NOUN'), ('studies', 'NOUN'), ('of', 'ADP'), ('African', 'ADJ'), ('poverty', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
178,178,"Jeremy Bentham, founder of Utilitarianism argued that democratic government rests on the idea of: ""the greatest good for the greatest number,"" rather than other popular ideas such as upholding social order or making the state strong.","There are many visions of democracy, and in America we are fortunate to have The Bill of rights together with The Constitution and the Declaration of Independence to create a strong impression of the voice of Democracy.
      ",voice,example,y,1.0,example,,,,,,"[('There', 'PRON'), ('are', 'VERB'), ('many', 'ADJ'), ('visions', 'NOUN'), ('of', 'ADP'), ('democracy', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('in', 'ADP'), ('America', 'PROPN'), ('we', 'PRON'), ('are', 'AUX'), ('fortunate', 'ADJ'), ('to', 'PART'), ('have', 'VERB'), ('The', 'DET'), ('Bill', 'PROPN'), ('of', 'ADP'), ('rights', 'NOUN'), ('together', 'ADV'), ('with', 'ADP'), ('The', 'DET'), ('Constitution', 'PROPN'), ('and', 'CCONJ'), ('the', 'DET'), ('Declaration', 'PROPN'), ('of', 'ADP'), ('Independence', 'PROPN'), ('to', 'PART'), ('create', 'VERB'), ('a', 'DET'), ('strong', 'ADJ'), ('impression', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('voice', 'NOUN'), ('of', 'ADP'), ('Democracy', 'PROPN'), ('\r\n      ', 'SPACE')]",NOUN
