open_prompt,mcq_prompt,A,B,C,D,normal_question,original,permutation
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: But, we are there now and the President articulated a vision in an American Enterprises Institute speech in February in which he talked about Iraq as a democracy beacon for the rest of the region.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “beacon”. 
    ","TEXT: But, we are there now and the President articulated a vision in an American Enterprises Institute speech in February in which he talked about Iraq as a democracy beacon for the rest of the region.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""beacon""? Choose the best option from the following:

    ",democracy,example,rights,case,"TEXT: "" But, we are there now and the President articulated a vision in an American Enterprises Institute speech in February in which he talked about Iraq as a democracy beacon for the rest of the region.""
QUESTION: Which word is being described or explained by the metaphorical word ""beacon""? Choose the best option from the following:
A) democracy
B) None of the options
C) Both options A and D
D) example
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'example': 'B', 'rights': 'C', 'case': 'D'}","{'A': 'democracy', 'B': 'None of the options', 'C': 'Both options A and D', 'D': 'example'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Indeed, as so often happens in centralized systems, the bureaucratic remedy for one problem led to even worse trouble down the line.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “remedy”. 
    ","TEXT: Indeed, as so often happens in centralized systems, the bureaucratic remedy for one problem led to even worse trouble down the line.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""remedy""? Choose the best option from the following:

    ",bureaucratic,solution,compliance,proposal,"TEXT: "" Indeed, as so often happens in centralized systems, the bureaucratic remedy for one problem led to even worse trouble down the line.""
QUESTION: Which word is being described or explained by the metaphorical word ""remedy""? Choose the best option from the following:
A) None of the options
B) solution
C) bureaucratic
D) Both options C and B
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'bureaucratic': 'A', 'solution': 'B', 'compliance': 'C', 'proposal': 'D'}","{'A': 'None of the options', 'B': 'solution', 'C': 'bureaucratic', 'D': 'Both options C and B'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Plato witnessed the death of Socrates at the hands of the Athenian democracy in 399 BC.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “hands”. 
    ","TEXT: Plato witnessed the death of Socrates at the hands of the Athenian democracy in 399 BC.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""hands""? Choose the best option from the following:

    ",democracy,authorities,federation,ministry,"TEXT: "" Plato witnessed the death of Socrates at the hands of the Athenian democracy in 399 BC.""
QUESTION: Which word is being described or explained by the metaphorical word ""hands""? Choose the best option from the following:
A) democracy
B) authorities
C) Both options A and B
D) None of the options
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'authorities': 'B', 'federation': 'C', 'ministry': 'D'}","{'A': 'democracy', 'B': 'authorities', 'C': 'Both options A and B', 'D': 'None of the options'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Political philosophers from Aristotle to Samuel Huntington have noted that economic development and an expanding middle class can provide more fertile ground for democracy.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “ground”. 
    ","TEXT: Political philosophers from Aristotle to Samuel Huntington have noted that economic development and an expanding middle class can provide more fertile ground for democracy.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""ground""? Choose the best option from the following:

    ",democracy,conditions,participation,background,"TEXT: "" Political philosophers from Aristotle to Samuel Huntington have noted that economic development and an expanding middle class can provide more fertile ground for democracy.""
QUESTION: Which word is being described or explained by the metaphorical word ""ground""? Choose the best option from the following:
A) Both options D and B
B) conditions
C) None of the options
D) democracy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'conditions': 'B', 'participation': 'C', 'background': 'D'}","{'A': 'Both options D and B', 'B': 'conditions', 'C': 'None of the options', 'D': 'democracy'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: As the madness  in Iraq claims the lives of more citizens of the United States of America with each passing week, media reports are filled with very moving stories of how members of our armed forces, who have been placed into harm's way needlessly by a president who lied about the underlying premises to justify our invasion of Iraq and who continues to believe that the ""demigod"" of ""democracy"" will prevail in land torn by sectarian strife among competing bands of Mohammedans, are dealing with ever more novel ways being invented and adapted by Iraqi nationals, who resent their presence in Iraq, to kill them.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “demigod”. 
    ","TEXT: As the madness  in Iraq claims the lives of more citizens of the United States of America with each passing week, media reports are filled with very moving stories of how members of our armed forces, who have been placed into harm's way needlessly by a president who lied about the underlying premises to justify our invasion of Iraq and who continues to believe that the ""demigod"" of ""democracy"" will prevail in land torn by sectarian strife among competing bands of Mohammedans, are dealing with ever more novel ways being invented and adapted by Iraqi nationals, who resent their presence in Iraq, to kill them.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""demigod""? Choose the best option from the following:

    ",democracy,concept,rights,paradigm,"TEXT: "" As the madness  in Iraq claims the lives of more citizens of the United States of America with each passing week, media reports are filled with very moving stories of how members of our armed forces, who have been placed into harm's way needlessly by a president who lied about the underlying premises to justify our invasion of Iraq and who continues to believe that the ""demigod"" of ""democracy"" will prevail in land torn by sectarian strife among competing bands of Mohammedans, are dealing with ever more novel ways being invented and adapted by Iraqi nationals, who resent their presence in Iraq, to kill them.""
QUESTION: Which word is being described or explained by the metaphorical word ""demigod""? Choose the best option from the following:
A) Both options C and D
B) None of the options
C) democracy
D) concept
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'concept': 'B', 'rights': 'C', 'paradigm': 'D'}","{'A': 'Both options C and D', 'B': 'None of the options', 'C': 'democracy', 'D': 'concept'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Behind thought control in bourgeois democracy is the thinly gloved hand of repressive power.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “hand”. 
    ","TEXT: Behind thought control in bourgeois democracy is the thinly gloved hand of repressive power.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""hand""? Choose the best option from the following:

    ",democracy,authority,rights,jurisdiction,"TEXT: "" Behind thought control in bourgeois democracy is the thinly gloved hand of repressive power.""
QUESTION: Which word is being described or explained by the metaphorical word ""hand""? Choose the best option from the following:
A) Both options D and B
B) authority
C) None of the options
D) democracy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'authority': 'B', 'rights': 'C', 'jurisdiction': 'D'}","{'A': 'Both options D and B', 'B': 'authority', 'C': 'None of the options', 'D': 'democracy'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Thank you for helping to free us from the clutches of democracy and community and sharing.&lt;/saracasm&gt;
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “clutches”. 
    ","TEXT: Thank you for helping to free us from the clutches of democracy and community and sharing.&lt;/saracasm&gt;
       
    QUESTION: Which word is being described or explained by the metaphorical word ""clutches""? Choose the best option from the following:

    ",democracy,oppression,legislation,justice,"TEXT: "" Thank you for helping to free us from the clutches of democracy and community and sharing.&lt;/saracasm&gt;""
QUESTION: Which word is being described or explained by the metaphorical word ""clutches""? Choose the best option from the following:
A) oppression
B) Both options C and A
C) democracy
D) None of the options
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'oppression': 'B', 'legislation': 'C', 'justice': 'D'}","{'A': 'oppression', 'B': 'Both options C and A', 'C': 'democracy', 'D': 'None of the options'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: There are good libertarian ideas that a global democracy nut like Gravel should find interesting such as jury nullification--if Gravel really wants to give power to ""the people""--but after hearing that interview with Scott Horton, Gravel just seemed too pig-headed to open his mind up to anything.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “nut”. 
    ","TEXT: There are good libertarian ideas that a global democracy nut like Gravel should find interesting such as jury nullification--if Gravel really wants to give power to ""the people""--but after hearing that interview with Scott Horton, Gravel just seemed too pig-headed to open his mind up to anything.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""nut""? Choose the best option from the following:

    ",democracy,person,federation,identity,"TEXT: "" There are good libertarian ideas that a global democracy nut like Gravel should find interesting such as jury nullification--if Gravel really wants to give power to ""the people""--but after hearing that interview with Scott Horton, Gravel just seemed too pig-headed to open his mind up to anything.""
QUESTION: Which word is being described or explained by the metaphorical word ""nut""? Choose the best option from the following:
A) None of the options
B) Both options D and C
C) person
D) democracy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'person': 'B', 'federation': 'C', 'identity': 'D'}","{'A': 'None of the options', 'B': 'Both options D and C', 'C': 'person', 'D': 'democracy'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: accurate characterization?In other words, have we reached the apex of democracy in which citizens are mobilized to provide a foundation for government?What about the people who do not watch Stewart or Colbert?Should we ignore them and emphasize that the existence of these programs
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “apex”. 
    ","TEXT: accurate characterization?In other words, have we reached the apex of democracy in which citizens are mobilized to provide a foundation for government?What about the people who do not watch Stewart or Colbert?Should we ignore them and emphasize that the existence of these programs
       
    QUESTION: Which word is being described or explained by the metaphorical word ""apex""? Choose the best option from the following:

    ",democracy,ideal form,federation,benchmark,"TEXT: "" accurate characterization?In other words, have we reached the apex of democracy in which citizens are mobilized to provide a foundation for government?What about the people who do not watch Stewart or Colbert?Should we ignore them and emphasize that the existence of these programs""
QUESTION: Which word is being described or explained by the metaphorical word ""apex""? Choose the best option from the following:
A) None of the options
B) Both options C and D
C) democracy
D) ideal form
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'ideal form': 'B', 'federation': 'C', 'benchmark': 'D'}","{'A': 'None of the options', 'B': 'Both options C and D', 'C': 'democracy', 'D': 'ideal form'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: But, insanity seems to be a regular affliction of Congress.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “affliction”. 
    ","TEXT: But, insanity seems to be a regular affliction of Congress.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""affliction""? Choose the best option from the following:

    ",congress,dysfunction,council,chaos,"TEXT: "" But, insanity seems to be a regular affliction of Congress.""
QUESTION: Which word is being described or explained by the metaphorical word ""affliction""? Choose the best option from the following:
A) congress
B) None of the options
C) Both options A and D
D) dysfunction
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'congress': 'A', 'dysfunction': 'B', 'council': 'C', 'chaos': 'D'}","{'A': 'congress', 'B': 'None of the options', 'C': 'Both options A and D', 'D': 'dysfunction'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Without the blueprint of the Constitution and the Bill of Rights, our government would be more invasive in our lives than it already is.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “blueprint”. 
    ","TEXT: Without the blueprint of the Constitution and the Bill of Rights, our government would be more invasive in our lives than it already is.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""blueprint""? Choose the best option from the following:

    ",constitution,rules,mandate,guideline,"TEXT: "" Without the blueprint of the Constitution and the Bill of Rights, our government would be more invasive in our lives than it already is.""
QUESTION: Which word is being described or explained by the metaphorical word ""blueprint""? Choose the best option from the following:
A) Both options C and D
B) None of the options
C) constitution
D) rules
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'constitution': 'A', 'rules': 'B', 'mandate': 'C', 'guideline': 'D'}","{'A': 'Both options C and D', 'B': 'None of the options', 'C': 'constitution', 'D': 'rules'}"
